Campaign Number,Name,Start Date-TBD,Start Date,End Date-TBD,End Date,CampaignDuration,Channel,Client,Address,Email,Phone,Contact,Audience,Audience-Age,Demographic,Location,Views,Likes,Clicks,Conversions,Expense,Executive
80,Campaign 80,2023-02-15 0:00:00,2023-02-15,2023-02-25 0:00:00,2023-02-25,10,Instagram,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Female 20-39,20-39,Young-Adults<40,Canada,75181,5844,3427,861,29248.22,Michael Camacho
81,Campaign 81,2023-10-06 0:00:00,2023-10-06,2023-10-23 0:00:00,2023-10-23,17,Facebook,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Adults 40-60,40-60,Middle-Aged Adults<60,Japan,23830,859,448,405,24992.08,Jesus Rivera
82,Campaign 82,2023-09-11 0:00:00,2023-09-11,2023-10-03 0:00:00,2023-10-03,22,YouTube,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Female 40-60,40-60,Middle-Aged Adults<60,Europe,10516,3199,4683,504,31206.02,Wesley Simon
83,Campaign 83,2023-08-19 0:00:00,2023-08-19,2023-08-29 0:00:00,2023-08-29,10,Instagram,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Male 20-39,20-39,Young-Adults<40,UK,76149,1516,2464,113,1690.49,Brandon Townsend Jr.
84,Campaign 84,2023-07-14 0:00:00,2023-07-14,2023-08-04 0:00:00,2023-08-04,21,Email,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Female 40-60,40-60,Middle-Aged Adults<60,Canada,92949,4717,2324,953,23215.97,Jesus Rivera
85,Campaign 85,2023-06-19 0:00:00,2023-06-19,2023-06-26 0:00:00,2023-06-26,7,TikTok,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Teens 13-19,13-19,Teens<20,UK,38814,3125,1259,798,19608.69,Thomas Ryan
86,Campaign 86,2023-07-12 0:00:00,2023-07-12,2023-08-10 0:00:00,2023-08-10,29,Email,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Female 40-60,40-60,Middle-Aged Adults<60,UK,23443,323,3225,912,48880.35,Jesus Rivera
87,Campaign 87,2023-01-05 0:00:00,2023-01-05,2023-01-13 0:00:00,2023-01-13,8,YouTube,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Teens 13-19,13-19,Teens<20,USA,17483,8443,2784,750,6503.58,Thomas Ryan
88,Campaign 88,2023-03-16 0:00:00,2023-03-16,2023-03-26 0:00:00,2023-03-26,10,Facebook,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Female 60+,60+,Seniors>60,Japan,19274,7457,2486,886,32546.35,Brandon Townsend Jr.
89,Campaign 89,2023-07-20 0:00:00,2023-07-20,2023-07-24 0:00:00,2023-07-24,4,TikTok,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Teens 13-19,13-19,Teens<20,USA,45693,3968,2534,634,36032.25,Aaron Faulkner
90,Campaign 90,2023-02-08 0:00:00,2023-02-08,2023-03-05 0:00:00,2023-03-05,25,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Adults 40-60,40-60,Middle-Aged Adults<60,Europe,60840,2468,1174,395,12063.17,Melissa Haynes
91,Campaign 91,2023-01-26 0:00:00,2023-01-26,2023-02-24 0:00:00,2023-02-24,29,Email,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Seniors 60+,60+,Seniors>60,Canada,76351,7932,2099,169,2555.32,Melissa Haynes
92,Campaign 92,2023-12-09 0:00:00,2023-12-09,2023-12-27 0:00:00,2023-12-27,18,TikTok,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 20-39,20-39,Young-Adults<40,Japan,22073,9435,4070,563,23010.12,Melissa Haynes
93,Campaign 93,2023-03-24 0:00:00,2023-03-24,2023-04-11 0:00:00,2023-04-11,18,TikTok,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Male 40-60,40-60,Middle-Aged Adults<60,Japan,53461,7323,3940,926,23853.73,Aaron Faulkner
94,Campaign 94,2023-07-21 0:00:00,2023-07-21,2023-07-26 0:00:00,2023-07-26,5,Email,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Male 20-39,20-39,Young-Adults<40,India,23314,929,1306,866,35737.1,Melissa Haynes
95,Campaign 95,2023-11-29 0:00:00,2023-11-29,2023-12-03 0:00:00,2023-12-03,4,Instagram,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Adults 20-39,20-39,Young-Adults<40,LATAM,72818,5361,758,24,5392.36,Wesley Simon
96,Campaign 96,2023-08-09 0:00:00,2023-08-09,2023-08-22 0:00:00,2023-08-22,13,YouTube,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Male 60+,60+,Seniors>60,Japan,29525,201,3456,908,9103.25,Wesley Simon
97,Campaign 97,2023-08-19 0:00:00,2023-08-19,2023-09-17 0:00:00,2023-09-17,29,Facebook,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Adults 40-60,40-60,Middle-Aged Adults<60,Europe,51709,4731,2913,109,33883.17,Thomas Ryan
98,Campaign 98,2023-11-24 0:00:00,2023-11-24,2023-11-26 0:00:00,2023-11-26,2,Email,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Adults 20-39,20-39,Young-Adults<40,LATAM,96829,359,1553,464,24057.58,Jesus Rivera
99,Campaign 99,2023-07-19 0:00:00,2023-07-19,2023-08-10 0:00:00,2023-08-10,22,Facebook,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Male 60+,60+,Seniors>60,LATAM,87988,9858,3258,62,30366.52,Michael Camacho
100,Campaign 100,2023-02-24 0:00:00,2023-02-24,2023-03-25 0:00:00,2023-03-25,29,TikTok,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Adults 40-60,40-60,Middle-Aged Adults<60,Australia,93742,3587,3573,229,49365.1,Aaron Faulkner
101,Campaign 101,2023-10-21 0:00:00,2023-10-21,2023-11-11 0:00:00,2023-11-11,21,Instagram,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Female 20-39,20-39,Young-Adults<40,Canada,62606,6023,3373,69,48015.97,Aaron Faulkner
102,Campaign 102,2023-11-21 0:00:00,2023-11-21,2023-12-10 0:00:00,2023-12-10,19,TikTok,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Seniors 60+,60+,Seniors>60,UK,38135,2988,509,389,24693.12,Wesley Simon
103,Campaign 103,2023-09-16 0:00:00,2023-09-16,2023-09-21 0:00:00,2023-09-21,5,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 20-39,20-39,Young-Adults<40,USA,68251,2789,612,437,21023.57,Brandon Townsend Jr.
104,Campaign 104,2023-05-28 0:00:00,2023-05-28,2023-06-21 0:00:00,2023-06-21,24,Email,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Male 20-39,20-39,Young-Adults<40,UK,99976,9415,4999,777,17607.28,Melissa Haynes
105,Campaign 105,2023-01-24 0:00:00,2023-01-24,2023-02-13 0:00:00,2023-02-13,20,Facebook,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Adults 20-39,20-39,Young-Adults<40,LATAM,47597,6517,3497,867,40946.74,Michael Camacho
106,Campaign 106,2023-11-14 0:00:00,2023-11-14,2023-12-13 0:00:00,2023-12-13,29,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Female 20-39,20-39,Young-Adults<40,USA,67971,503,3555,834,27212,Melissa Haynes
107,Campaign 107,2023-05-08 0:00:00,2023-05-08,2023-05-24 0:00:00,2023-05-24,16,Instagram,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 40-60,40-60,Middle-Aged Adults<60,Canada,31639,3051,4482,52,37065.78,Wesley Simon
108,Campaign 108,2023-10-18 0:00:00,2023-10-18,2023-11-08 0:00:00,2023-11-08,21,Email,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Adults 40-60,40-60,Middle-Aged Adults<60,Europe,35076,5971,2044,793,34157.4,Lauren Riggs
109,Campaign 109,2023-06-03 0:00:00,2023-06-03,2023-06-24 0:00:00,2023-06-24,21,YouTube,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Teens 13-19,13-19,Teens<20,Australia,19621,4626,3038,580,15048.78,Jesus Rivera
110,Campaign 110,2023-10-02 0:00:00,2023-10-02,2023-10-04 0:00:00,2023-10-04,2,YouTube,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,+55(8)0039387927,Christine Barnes,Male 40-60,40-60,Middle-Aged Adults<60,UK,70403,4323,4418,300,46279.53,Thomas Ryan
111,Campaign 111,2023-03-02 0:00:00,2023-03-02,2023-03-14 0:00:00,2023-03-14,12,Email,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Female 40-60,40-60,Middle-Aged Adults<60,Canada,57605,8748,2025,451,33610.97,Wesley Simon
112,Campaign 112,2023-01-05 0:00:00,2023-01-05,2023-02-03 0:00:00,2023-02-03,29,YouTube,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,+93(4)8330793693,Eric Harrison,Seniors 60+,60+,Seniors>60,Europe,58888,3101,1022,824,11057,Kyle Serrano
113,Campaign 113,2023-01-19 0:00:00,2023-01-19,2023-02-15 0:00:00,2023-02-15,27,YouTube,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Female 40-60,40-60,Middle-Aged Adults<60,Australia,64761,9385,3795,624,5392.11,Thomas Ryan
114,Campaign 114,2023-09-11 0:00:00,2023-09-11,2023-10-08 0:00:00,2023-10-08,27,YouTube,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Teens 13-19,13-19,Teens<20,UK,67928,5879,1400,457,26130.92,Melissa Haynes
115,Campaign 115,2023-11-25 0:00:00,2023-11-25,2023-12-23 0:00:00,2023-12-23,28,TikTok,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,+83(2)9634717985,Vanessa Miranda,Adults 40-60,40-60,Middle-Aged Adults<60,UK,62851,2299,4847,324,2995.07,Lauren Riggs
116,Campaign 116,2023-08-01 0:00:00,2023-08-01,2023-08-16 0:00:00,2023-08-16,15,YouTube,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Male 60+,60+,Seniors>60,Canada,56105,5150,2688,10,8010.18,Wesley Simon
117,Campaign 117,2023-10-18 0:00:00,2023-10-18,2023-11-08 0:00:00,2023-11-08,21,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 40-60,40-60,Middle-Aged Adults<60,Australia,28072,3904,2883,846,26575.16,Thomas Ryan
118,Campaign 118,2023-10-28 0:00:00,2023-10-28,2023-11-09 0:00:00,2023-11-09,12,YouTube,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Female 40-60,40-60,Middle-Aged Adults<60,Europe,22144,3351,3254,731,12727.96,Jesus Rivera
119,Campaign 119,2023-09-10 0:00:00,2023-09-10,2023-10-10 0:00:00,2023-10-10,30,Facebook,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,+93(4)8330793693,Eric Harrison,Seniors 60+,60+,Seniors>60,Japan,7429,8352,3512,413,48204.85,Kyle Serrano
120,Campaign 120,2023-10-14 0:00:00,2023-10-14,2023-10-28 0:00:00,2023-10-28,14,Instagram,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Seniors 60+,60+,Seniors>60,Japan,57847,8533,2689,896,44339.4,Brandon Townsend Jr.
121,Campaign 121,2023-03-22 0:00:00,2023-03-22,2023-03-26 0:00:00,2023-03-26,4,Instagram,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Adults 20-39,20-39,Young-Adults<40,LATAM,20767,2705,1876,660,21913.56,Aaron Faulkner
122,Campaign 122,2023-02-26 0:00:00,2023-02-26,2023-03-17 0:00:00,2023-03-17,19,TikTok,"Arnold, Smith and Ward","Unit 2316 Box 4709, DPO AA 90463-5066",michelle93@pineda-small.com,+64(0)4886159251,Karen Bryan,Male 60+,60+,Seniors>60,Australia,70463,8611,4401,788,26393.74,Jesus Rivera
123,Campaign 123,2023-09-14 0:00:00,2023-09-14,2023-09-24 0:00:00,2023-09-24,10,Facebook,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Female 60+,60+,Seniors>60,Europe,86193,8439,504,50,28868.48,Wesley Simon
124,Campaign 124,2023-08-18 0:00:00,2023-08-18,2023-09-04 0:00:00,2023-09-04,17,Email,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Adults 20-39,20-39,Young-Adults<40,Europe,95720,1896,2601,720,24193.01,Jesus Rivera
125,Campaign 125,2023-04-28 0:00:00,2023-04-28,2023-05-15 0:00:00,2023-05-15,17,Instagram,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Adults 20-39,20-39,Young-Adults<40,Europe,31727,7558,4685,698,15918.83,Wesley Simon
126,Campaign 126,2023-11-24 0:00:00,2023-11-24,2023-12-22 0:00:00,2023-12-22,28,Email,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 20-39,20-39,Young-Adults<40,Canada,45607,8828,681,426,2677.34,Lauren Riggs
127,Campaign 127,2023-06-03 0:00:00,2023-06-03,2023-06-26 0:00:00,2023-06-26,23,TikTok,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Male 60+,60+,Seniors>60,Europe,95575,3844,3304,500,20756.46,Lauren Riggs
128,Campaign 128,2023-05-25 0:00:00,2023-05-25,2023-06-21 0:00:00,2023-06-21,27,Instagram,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Adults 20-39,20-39,Young-Adults<40,Australia,42943,7047,3067,954,9408.52,Becky Brown
129,Campaign 129,2023-06-14 0:00:00,2023-06-14,2023-06-22 0:00:00,2023-06-22,8,Facebook,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Female 60+,60+,Seniors>60,Canada,16333,9766,3898,321,37969.44,Brandon Townsend Jr.
130,Campaign 130,2023-03-04 0:00:00,2023-03-04,2023-03-15 0:00:00,2023-03-15,11,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 60+,60+,Seniors>60,Japan,15700,5128,4144,233,30299.78,Jesus Rivera
131,Campaign 131,2023-05-10 0:00:00,2023-05-10,2023-05-29 0:00:00,2023-05-29,19,Email,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Male 20-39,20-39,Young-Adults<40,LATAM,84055,5242,4097,805,46544.65,Melissa Haynes
132,Campaign 132,2023-09-17 0:00:00,2023-09-17,2023-09-23 0:00:00,2023-09-23,6,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Male 40-60,40-60,Middle-Aged Adults<60,USA,75253,6017,1284,615,23014.23,Brandon Townsend Jr.
133,Campaign 133,2023-11-03 0:00:00,2023-11-03,2023-11-13 0:00:00,2023-11-13,10,Facebook,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Male 20-39,20-39,Young-Adults<40,UK,99104,1237,921,966,35000.46,Brandon Townsend Jr.
134,Campaign 134,2023-12-06 0:00:00,2023-12-06,2023-12-18 0:00:00,2023-12-18,12,Instagram,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,+55(8)0039387927,Christine Barnes,Seniors 60+,60+,Seniors>60,USA,17308,405,2625,704,27510.38,Thomas Ryan
135,Campaign 135,2023-09-28 0:00:00,2023-09-28,2023-10-16 0:00:00,2023-10-16,18,Instagram,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Female 40-60,40-60,Middle-Aged Adults<60,Canada,23194,7801,2071,114,49471.24,Aaron Faulkner
136,Campaign 136,2023-01-05 0:00:00,2023-01-05,2023-01-24 0:00:00,2023-01-24,19,Facebook,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Adults 40-60,40-60,Middle-Aged Adults<60,Australia,31711,9897,154,365,11603.78,Lauren Riggs
137,Campaign 137,2023-04-05 0:00:00,2023-04-05,2023-04-30 0:00:00,2023-04-30,25,Facebook,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,40-60,Middle-Aged Adults<60,LATAM,24962,3745,3364,108,35539.81,Michael Camacho
138,Campaign 138,2023-07-27 0:00:00,2023-07-27,2023-08-17 0:00:00,2023-08-17,21,YouTube,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Female 40-60,40-60,Middle-Aged Adults<60,Europe,12954,5160,2909,469,28403.48,Michael Camacho
139,Campaign 139,2023-04-21 0:00:00,2023-04-21,2023-04-25 0:00:00,2023-04-25,4,Instagram,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Female 60+,60+,Seniors>60,Europe,43938,4009,3759,56,18952.67,Jesus Rivera
140,Campaign 140,2023-07-23 0:00:00,2023-07-23,2023-08-10 0:00:00,2023-08-10,18,Email,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,+47(0)4867194830,Brian George,Adults 20-39,20-39,Young-Adults<40,Europe,50694,3108,2885,357,13190.31,Aaron Faulkner
141,Campaign 141,2023-09-18 0:00:00,2023-09-18,2023-09-28 0:00:00,2023-09-28,10,Email,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Female 60+,60+,Seniors>60,India,49319,9521,697,266,2458.54,Brandon Townsend Jr.
142,Campaign 142,2023-07-08 0:00:00,2023-07-08,2023-07-27 0:00:00,2023-07-27,19,Facebook,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 20-39,20-39,Young-Adults<40,UK,97772,8316,540,752,40395.83,Brandon Townsend Jr.
143,Campaign 143,2023-01-09 0:00:00,2023-01-09,2023-01-27 0:00:00,2023-01-27,18,TikTok,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Seniors 60+,60+,Seniors>60,LATAM,87595,4184,1402,592,48570.38,Jesus Rivera
144,Campaign 144,2023-04-12 0:00:00,2023-04-12,2023-05-02 0:00:00,2023-05-02,20,YouTube,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Male 40-60,40-60,Middle-Aged Adults<60,Europe,39906,8350,2042,792,1884.75,Brandon Townsend Jr.
145,Campaign 145,2023-08-11 0:00:00,2023-08-11,2023-08-20 0:00:00,2023-08-20,9,YouTube,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Seniors 60+,60+,Seniors>60,Canada,8749,8044,1918,723,36205.42,Wesley Simon
146,Campaign 146,2023-09-05 0:00:00,2023-09-05,2023-09-09 0:00:00,2023-09-09,4,Instagram,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Female 60+,60+,Seniors>60,Europe,59166,5653,2471,173,10008.24,Wesley Simon
147,Campaign 147,2023-04-08 0:00:00,2023-04-08,2023-05-01 0:00:00,2023-05-01,23,Instagram,Weaver-Hoover,"050 Andrews Green, North Renee, VT 22014-1131",jacqueline32@dominguez.biz,574-189-4981x166,Kathy Mahoney,Male 40-60,40-60,Middle-Aged Adults<60,Europe,12400,1249,4125,423,21033.62,Brandon Townsend Jr.
148,Campaign 148,2023-10-23 0:00:00,2023-10-23,2023-10-28 0:00:00,2023-10-28,5,Instagram,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Male 40-60,40-60,Middle-Aged Adults<60,UK,91416,904,120,995,46517.58,Becky Brown
149,Campaign 149,2023-02-26 0:00:00,2023-02-26,2023-03-15 0:00:00,2023-03-15,17,Facebook,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 20-39,20-39,Young-Adults<40,USA,87420,3485,1375,355,31125.32,Brandon Townsend Jr.
150,Campaign 150,2023-11-22 0:00:00,2023-11-22,2023-12-16 0:00:00,2023-12-16,24,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,+35(5)1561435486,Dr. David Glass Jr.,Adults 20-39,20-39,Young-Adults<40,Canada,1246,2854,2681,237,31016.56,Melissa Haynes
151,Campaign 151,2023-05-29 0:00:00,2023-05-29,2023-06-07 0:00:00,2023-06-07,9,Facebook,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 20-39,20-39,Young-Adults<40,Australia,48611,5327,3995,125,47333.79,Aaron Faulkner
152,Campaign 152,2023-03-15 0:00:00,2023-03-15,2023-03-29 0:00:00,2023-03-29,14,Email,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 60+,60+,Seniors>60,India,38713,7248,4797,591,6982.46,Aaron Faulkner
153,Campaign 153,2023-03-16 0:00:00,2023-03-16,2023-04-15 0:00:00,2023-04-15,30,Email,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Male 20-39,20-39,Young-Adults<40,Canada,63292,5144,3711,820,20456.45,Kyle Serrano
