Campaign Number,Name,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Likes,Clicks,Conversions, Expense ,Executive,CampaignType,Total Sales
87,Campaign 87,2023-01-05 0:00:00,2023-01-13 0:00:00,YouTube,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Teens 13-19,USA,17483,8443,2784,750,"$6,503.58",Thomas Ryan,Sales,"$25,117.44"
88,Campaign 88,2023-03-16 0:00:00,2023-03-26 0:00:00,Facebook,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Female 60+,Japan,19274,7457,2486,886,"$32,546.35",Brandon Townsend Jr.,Sign Up,$0.00
89,Campaign 89,2023-07-20 0:00:00,2023-07-24 0:00:00,TikTok,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Teens 13-19,USA,45693,3968,2534,634,"$36,032.25",Aaron Faulkner,Sales,"$52,057.22"
90,Campaign 90,2023-02-08 0:00:00,2023-03-05 0:00:00,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Adults 40-60,Europe,60840,2468,1174,395,"$12,063.17",Melissa Haynes,Sign Up,$0.00
91,Campaign 91,2023-01-26 0:00:00,2023-02-24 0:00:00,Email,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Seniors 60+,Canada,76351,7932,2099,169,"$2,555.32",Melissa Haynes,Sales,"$29,954.56"
92,Campaign 92,2023-12-09 0:00:00,2023-12-27 0:00:00,TikTok,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 18-40,Japan,22073,9435,4070,563,"$23,010.12",Melissa Haynes,Sales,"$76,235.22"
93,Campaign 93,2023-03-24 0:00:00,2023-04-11 0:00:00,TikTok,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Male 40-60,Japan,53461,7323,3940,926,"$23,853.73",Aaron Faulkner,Sales,"$27,467.89"
94,Campaign 94,2023-07-21 0:00:00,2023-07-26 0:00:00,Email,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Male 18-40,India,23314,929,1306,866,"$35,737.10",Melissa Haynes,Sales,"$58,753.75"
95,Campaign 95,2023-11-29 0:00:00,2023-12-03 0:00:00,Instagram,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Adults 18-40,LATAM,72818,5361,758,24,"$5,392.36",Wesley Simon,Sales,"$47,949.14"
96,Campaign 96,2023-08-09 0:00:00,2023-08-22 0:00:00,YouTube,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Male 60+,Japan,29525,201,3456,908,"$9,103.25",Wesley Simon,Sales,"$49,543.25"
97,Campaign 97,2023-08-19 0:00:00,2023-09-17 0:00:00,Facebook,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Adults 40-60,Europe,51709,4731,2913,109,"$33,883.17",Thomas Ryan,Sign Up,$0.00
98,Campaign 98,2023-11-24 0:00:00,2023-11-26 0:00:00,Email,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Adults 18-40,LATAM,96829,359,1553,464,"$24,057.58",Jesus Rivera,Sales,"$59,541.37"
99,Campaign 99,2023-07-19 0:00:00,2023-08-10 0:00:00,Facebook,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Male 60+,LATAM,87988,9858,3258,62,"$30,366.52",Michael Camacho,Sign Up,$0.00
100,Campaign 100,2023-02-24 0:00:00,2023-03-25 0:00:00,TikTok,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Adults 40-60,Australia,93742,3587,3573,229,"$49,365.10",Aaron Faulkner,Sales,"$63,374.21"
101,Campaign 101,2023-10-21 0:00:00,2023-11-11 0:00:00,Instagram,"Wheeler, Garcia and Johnson","160 Juarez Burgs, Lynchstad, NC 54104",zhanna@knox.com,048-941-6229,Bradley Schroeder,Female 18-40,Canada,62606,6023,3373,69,"$48,015.97",Aaron Faulkner,Sales,"$61,250.11"
102,Campaign 102,2023-11-21 0:00:00,2023-12-10 0:00:00,TikTok,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Seniors 60+,UK,38135,2988,509,389,"$24,693.12",Wesley Simon,Sales,"$48,017.69"
103,Campaign 103,2023-09-16 0:00:00,2023-09-21 0:00:00,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 18-40,USA,68251,2789,612,437,"$21,023.57",Brandon Townsend Jr.,Sign Up,$0.00
104,Campaign 104,2023-05-28 0:00:00,2023-06-21 0:00:00,Email,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Male 18-40,UK,99976,9415,4999,777,"$17,607.28",Melissa Haynes,Sales,"$44,960.65"
105,Campaign 105,2023-01-24 0:00:00,2023-02-13 0:00:00,Facebook,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Adults 18-40,LATAM,47597,6517,3497,867,"$40,946.74",Michael Camacho,Sales,"$36,268.85"
106,Campaign 106,2023-11-14 0:00:00,2023-12-13 0:00:00,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Female 18-40,USA,67971,503,3555,834,"$27,212.00",Melissa Haynes,Sales,"$68,251.66"
107,Campaign 107,2023-05-08 0:00:00,2023-05-24 0:00:00,Instagram,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 40-60,Canada,31639,3051,4482,52,"$37,065.78",Wesley Simon,Sales,"$72,024.44"
108,Campaign 108,2023-10-18 0:00:00,2023-11-08 0:00:00,Email,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Adults 40-60,Europe,35076,5971,2044,793,"$34,157.40",Lauren Riggs,Sales,"$50,752.68"
109,Campaign 109,2023-06-03 0:00:00,2023-06-24 0:00:00,YouTube,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Teens 13-19,Australia,19621,4626,3038,580,"$15,048.78",Jesus Rivera,Sign Up,$0.00
110,Campaign 110,2023-10-02 0:00:00,2023-10-04 0:00:00,YouTube,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Male 40-60,UK,70403,4323,4418,300,"$46,279.53",Thomas Ryan,Sales,"$23,153.00"
111,Campaign 111,2023-03-02 0:00:00,2023-03-14 0:00:00,Email,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Female 40-60,Canada,57605,8748,2025,451,"$33,610.97",Wesley Simon,Sign Up,$0.00
112,Campaign 112,2023-01-05 0:00:00,2023-02-03 0:00:00,YouTube,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Seniors 60+,Europe,58888,3101,1022,824,"$11,057.00",Kyle Serrano,Sales,"$58,301.38"
113,Campaign 113,2023-01-19 0:00:00,2023-02-15 0:00:00,YouTube,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Female 40-60,Australia,64761,9385,3795,624,"$5,392.11",Thomas Ryan,Sales,"$43,981.24"
114,Campaign 114,2023-09-11 0:00:00,2023-10-08 0:00:00,YouTube,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Teens 13-19,UK,67928,5879,1400,457,"$26,130.92",Melissa Haynes,Sign Up,$0.00
115,Campaign 115,2023-11-25 0:00:00,2023-12-23 0:00:00,TikTok,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,#ERROR!,Vanessa Miranda,Adults 40-60,UK,62851,2299,4847,324,"$2,995.07",Lauren Riggs,Sales,"$23,153.00"
116,Campaign 116,2023-08-01 0:00:00,2023-08-16 0:00:00,YouTube,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Male 60+,Canada,56105,5150,2688,10,"$8,010.18",Wesley Simon,Sign Up,$0.00
117,Campaign 117,2023-10-18 0:00:00,2023-11-08 0:00:00,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 40-60,Australia,28072,3904,2883,846,"$26,575.16",Thomas Ryan,Sign Up,$0.00
118,Campaign 118,2023-10-28 0:00:00,2023-11-09 0:00:00,YouTube,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Female 40-60,Europe,22144,3351,3254,731,"$12,727.96",Jesus Rivera,Sales,"$23,153.00"
119,Campaign 119,2023-09-10 0:00:00,2023-10-10 0:00:00,Facebook,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Seniors 60+,Japan,7429,8352,3512,413,"$48,204.85",Kyle Serrano,Sign Up,$0.00
120,Campaign 120,2023-10-14 0:00:00,2023-10-28 0:00:00,Instagram,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Seniors 60+,Japan,57847,8533,2689,896,"$44,339.40",Brandon Townsend Jr.,Sales,"$53,211.70"
121,Campaign 121,2023-03-22 0:00:00,2023-03-26 0:00:00,Instagram,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Adults 18-40,LATAM,20767,2705,1876,660,"$21,913.56",Aaron Faulkner,Sign Up,$0.00
122,Campaign 122,2023-02-26 0:00:00,2023-03-17 0:00:00,TikTok,"Arnold, Smith and Ward","Unit 2316 Box 4709, DPO AA 90463-5066",michelle93@pineda-small.com,#ERROR!,Karen Bryan,Male 60+,Australia,70463,8611,4401,788,"$26,393.74",Jesus Rivera,Sales,"$51,120.76"
123,Campaign 123,2023-09-14 0:00:00,2023-09-24 0:00:00,Facebook,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Female 60+,Europe,86193,8439,504,50,"$28,868.48",Wesley Simon,Sign Up,$0.00
124,Campaign 124,2023-08-18 0:00:00,2023-09-04 0:00:00,Email,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Adults 18-40,Europe,95720,1896,2601,720,"$24,193.01",Jesus Rivera,Sales,"$41,044.80"
125,Campaign 125,2023-04-28 0:00:00,2023-05-15 0:00:00,Instagram,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Adults 18-40,Europe,31727,7558,4685,698,"$15,918.83",Wesley Simon,Sales,"$37,814.92"
126,Campaign 126,2023-11-24 0:00:00,2023-12-22 0:00:00,Email,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 18-40,Canada,45607,8828,681,426,"$2,677.34",Lauren Riggs,Sign Up,$0.00
127,Campaign 127,2023-06-03 0:00:00,2023-06-26 0:00:00,TikTok,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Male 60+,Europe,95575,3844,3304,500,"$20,756.46",Lauren Riggs,Sales,"$33,694.68"
128,Campaign 128,2023-05-25 0:00:00,2023-06-21 0:00:00,Instagram,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Adults 18-40,Australia,42943,7047,3067,954,"$9,408.52",Becky Brown,Sign Up,$0.00
129,Campaign 129,2023-06-14 0:00:00,2023-06-22 0:00:00,Facebook,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Female 60+,Canada,16333,9766,3898,321,"$37,969.44",Brandon Townsend Jr.,Sales,"$38,171.64"
130,Campaign 130,2023-03-04 0:00:00,2023-03-15 0:00:00,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 60+,Japan,15700,5128,4144,233,"$30,299.78",Jesus Rivera,Sales,"$64,645.11"
131,Campaign 131,2023-05-10 0:00:00,2023-05-29 0:00:00,Email,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Male 18-40,LATAM,84055,5242,4097,805,"$46,544.65",Melissa Haynes,Sales,"$51,813.39"
132,Campaign 132,2023-09-17 0:00:00,2023-09-23 0:00:00,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Male 40-60,USA,75253,6017,1284,615,"$23,014.23",Brandon Townsend Jr.,Sign Up,$0.00
133,Campaign 133,2023-11-03 0:00:00,2023-11-13 0:00:00,Facebook,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Male 18-40,UK,99104,1237,921,966,"$35,000.46",Brandon Townsend Jr.,Sales,"$45,165.52"
134,Campaign 134,2023-12-06 0:00:00,2023-12-18 0:00:00,Instagram,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Seniors 60+,USA,17308,405,2625,704,"$27,510.38",Thomas Ryan,Sign Up,$0.00
135,Campaign 135,2023-09-28 0:00:00,2023-10-16 0:00:00,Instagram,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Female 40-60,Canada,23194,7801,2071,114,"$49,471.24",Aaron Faulkner,Sales,"$62,739.26"
136,Campaign 136,2023-01-05 0:00:00,2023-01-24 0:00:00,Facebook,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Adults 40-60,Australia,31711,9897,154,365,"$11,603.78",Lauren Riggs,Sales,"$78,737.55"
137,Campaign 137,2023-04-05 0:00:00,2023-04-30 0:00:00,Facebook,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,LATAM,24962,3745,3364,108,"$35,539.81",Michael Camacho,Sales,"$34,273.10"
138,Campaign 138,2023-07-27 0:00:00,2023-08-17 0:00:00,YouTube,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Female 40-60,Europe,12954,5160,2909,469,"$28,403.48",Michael Camacho,Sales,"$83,916.17"
139,Campaign 139,2023-04-21 0:00:00,2023-04-25 0:00:00,Instagram,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Female 60+,Europe,43938,4009,3759,56,"$18,952.67",Jesus Rivera,Sales,"$41,261.33"
140,Campaign 140,2023-07-23 0:00:00,2023-08-10 0:00:00,Email,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,#ERROR!,Brian George,Adults 18-40,Europe,50694,3108,2885,357,"$13,190.31",Aaron Faulkner,Sales,"$51,051.67"
141,Campaign 141,2023-09-18 0:00:00,2023-09-28 0:00:00,Email,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Female 60+,India,49319,9521,697,266,"$2,458.54",Brandon Townsend Jr.,Sign Up,$0.00
142,Campaign 142,2023-07-08 0:00:00,2023-07-27 0:00:00,Facebook,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 18-40,UK,97772,8316,540,752,"$40,395.83",Brandon Townsend Jr.,Sign Up,$0.00
143,Campaign 143,2023-01-09 0:00:00,2023-01-27 0:00:00,TikTok,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Seniors 60+,LATAM,87595,4184,1402,592,"$48,570.38",Jesus Rivera,Sign Up,$0.00
144,Campaign 144,2023-04-12 0:00:00,2023-05-02 0:00:00,YouTube,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Male 40-60,Europe,39906,8350,2042,792,"$1,884.75",Brandon Townsend Jr.,Sales,"$23,153.00"
145,Campaign 145,2023-08-11 0:00:00,2023-08-20 0:00:00,YouTube,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Seniors 60+,Canada,8749,8044,1918,723,"$36,205.42",Wesley Simon,Sales,"$73,530.64"
146,Campaign 146,2023-09-05 0:00:00,2023-09-09 0:00:00,Instagram,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Female 60+,Europe,59166,5653,2471,173,"$10,008.24",Wesley Simon,Sales,"$39,601.27"
147,Campaign 147,2023-04-08 0:00:00,2023-05-01 0:00:00,Instagram,Weaver-Hoover,"050 Andrews Green, North Renee, VT 22014-1131",jacqueline32@dominguez.biz,574-189-4981x166,Kathy Mahoney,Male 40-60,Europe,12400,1249,4125,423,"$21,033.62",Brandon Townsend Jr.,Sales,"$35,609.04"
148,Campaign 148,2023-10-23 0:00:00,2023-10-28 0:00:00,Instagram,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Male 40-60,UK,91416,904,120,995,"$46,517.58",Becky Brown,Sales,"$76,423.96"
149,Campaign 149,2023-02-26 0:00:00,2023-03-15 0:00:00,Facebook,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 18-40,USA,87420,3485,1375,355,"$31,125.32",Brandon Townsend Jr.,Sales,"$62,712.60"
150,Campaign 150,2023-11-22 0:00:00,2023-12-16 0:00:00,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Adults 18-40,Canada,1246,2854,2681,237,"$31,016.56",Melissa Haynes,Sales,"$49,724.97"
151,Campaign 151,2023-05-29 0:00:00,2023-06-07 0:00:00,Facebook,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 18-40,Australia,48611,5327,3995,125,"$47,333.79",Aaron Faulkner,Sign Up,$0.00
152,Campaign 152,2023-03-15 0:00:00,2023-03-29 0:00:00,Email,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 60+,India,38713,7248,4797,591,"$6,982.46",Aaron Faulkner,Sign Up,$0.00
153,Campaign 153,2023-03-16 0:00:00,2023-04-15 0:00:00,Email,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Male 18-40,Canada,63292,5144,3711,820,"$20,456.45",Kyle Serrano,Sign Up,$0.00
154,Campaign 154,2023-10-11 0:00:00,2023-10-30 0:00:00,Email,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Female 60+,Australia,71200,6169,885,644,"$12,333.92",Kyle Serrano,Sign Up,$0.00
155,Campaign 155,2023-04-22 0:00:00,2023-05-08 0:00:00,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Male 18-40,UK,93858,5976,2038,453,"$26,152.93",Kyle Serrano,Sign Up,$0.00
156,Campaign 156,2023-04-16 0:00:00,2023-04-25 0:00:00,Instagram,Cunningham-Little,"Unit 5043 Box 8770, DPO AP 84852",christopher51@watson.net,1-113-299-8248x6225,Stephanie Fernandez,Male 18-40,Canada,2436,4183,3336,61,"$29,075.12",Becky Brown,Sales,"$23,153.00"
157,Campaign 157,2023-07-15 0:00:00,2023-07-23 0:00:00,Facebook,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Female 40-60,Australia,12554,3186,4516,961,"$36,293.06",Wesley Simon,Sales,"$54,448.93"
158,Campaign 158,2023-04-21 0:00:00,2023-05-11 0:00:00,YouTube,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 18-40,Europe,53496,1843,2418,214,"$23,970.40",Jesus Rivera,Sign Up,$0.00
159,Campaign 159,2023-02-04 0:00:00,2023-02-24 0:00:00,Facebook,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,Japan,75218,1705,2982,738,"$36,468.30",Wesley Simon,Sign Up,$0.00
160,Campaign 160,2023-02-02 0:00:00,2023-02-20 0:00:00,TikTok,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Female 18-40,USA,24396,8189,2715,16,"$46,545.06",Thomas Ryan,Sign Up,$0.00
161,Campaign 161,2023-10-22 0:00:00,2023-11-18 0:00:00,Facebook,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,#ERROR!,Vanessa Miranda,Seniors 60+,UK,49150,7368,1604,862,"$7,243.96",Lauren Riggs,Sales,"$49,289.09"
162,Campaign 162,2023-07-28 0:00:00,2023-08-05 0:00:00,Instagram,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Seniors 60+,Australia,23703,6376,197,500,"$20,596.88",Thomas Ryan,Sign Up,$0.00
163,Campaign 163,2023-02-19 0:00:00,2023-03-07 0:00:00,TikTok,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Adults 40-60,Europe,28082,2268,1754,594,"$43,702.01",Kyle Serrano,Sales,"$28,118.36"
164,Campaign 164,2023-10-02 0:00:00,2023-10-19 0:00:00,TikTok,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Female 40-60,LATAM,37707,5014,4001,197,"$4,266.85",Brandon Townsend Jr.,Sales,"$45,783.27"
165,Campaign 165,2023-04-17 0:00:00,2023-05-08 0:00:00,Email,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 40-60,Europe,94608,9974,1400,592,"$5,387.04",Brandon Townsend Jr.,Sales,"$51,019.48"
166,Campaign 166,2023-09-28 0:00:00,2023-09-29 0:00:00,TikTok,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Seniors 60+,USA,67499,4090,3585,148,"$23,191.12",Brandon Townsend Jr.,Sales,"$42,857.49"
167,Campaign 167,2023-07-23 0:00:00,2023-07-29 0:00:00,Facebook,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Male 60+,Europe,82917,9737,3114,939,"$8,138.62",Jesus Rivera,Sales,"$23,842.75"
168,Campaign 168,2023-08-09 0:00:00,2023-08-20 0:00:00,YouTube,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Adults 40-60,USA,47877,7991,2307,175,"$23,919.36",Thomas Ryan,Sign Up,$0.00
